,duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
16066,3.092742,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16068,3.125241,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16071,0.001994,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16072,3.099244,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16073,3.145697,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16074,0.009998,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16075,3.104246,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16076,3.130449,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16078,3.096769,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16079,3.136777,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16081,3.116194,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16083,3.153718,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16084,3.129233,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16087,3.103511,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16088,0.003244,29.0,45.0,0.0,1.0,57.0,1.0,73.0
16090,3.083033,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16092,3.082721,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16093,3.109229,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16095,3.114733,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16096,3.129477,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16099,3.138542,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16100,3.086748,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16102,0.475239,106.0,319.0,0.0,1.0,134.0,1.0,347.0
16104,0.012289,43.0,111.0,0.0,1.0,71.0,1.0,139.0
16106,0.879249,67.0,233.0,0.0,7.0,451.0,7.0,605.0
16107,3.100528,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16111,3.104023,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16112,3.123196,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16113,0.005995,96.0,96.0,0.0,2.0,152.0,2.0,152.0
16114,3.086514,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16115,1.105869,67.0,233.0,0.0,7.0,439.0,6.0,553.0
16116,3.111265,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16118,3.100269,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16125,3.098038,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16128,3.13674,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16129,3.108706,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16130,3.137945,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16131,3.119996,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16133,3.116707,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16134,3.128706,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16135,3.09425,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16143,3.150963,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16144,3.084022,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16147,3.100008,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16148,3.142193,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16151,3.103793,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16152,3.099455,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16153,0.005232,96.0,96.0,0.0,2.0,152.0,2.0,152.0
16155,0.148417,45.0,45.0,0.0,1.0,73.0,1.0,73.0
16157,3.150233,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16158,0.028217,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16159,3.133714,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16161,3.150193,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16162,3.123481,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16164,47.99521,385.0,0.0,0.0,4.0,497.0,0.0,0.0
16165,3.11774,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16167,3.096954,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16171,8e-06,280.0,0.0,0.0,2.0,336.0,0.0,0.0
16175,3.145955,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16180,3.126215,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16181,3.126963,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16182,5.004412,78.0,0.0,0.0,2.0,134.0,0.0,0.0
16183,3.128955,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16188,0.003005,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16189,3.134995,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16191,3.10151,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16192,3.10043,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16193,3.123947,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16194,3.155687,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16201,2.076569,67.0,233.0,0.0,8.0,499.0,6.0,553.0
16202,0.054643,560.0,560.0,0.0,10.0,840.0,10.0,840.0
16203,3.093227,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16204,3.156445,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16205,3.134433,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16210,33.999667,318.0,0.0,0.0,3.0,402.0,0.0,0.0
16211,0.007992,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16213,3.099733,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16216,3.146174,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16217,3.135741,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16220,3.097275,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16222,3.119745,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16223,3.099973,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16227,3.140178,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16228,3.147745,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16229,1.095119,67.0,233.0,0.0,7.0,439.0,6.0,553.0
16235,3.113208,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16240,3.144265,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16241,3.133502,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16242,3.130477,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16243,10.006041,288.0,288.0,0.0,6.0,456.0,6.0,456.0
16244,3.09253,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16245,3.085281,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16246,3.081767,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16247,3.151476,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16248,3.131439,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16249,0.018732,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16251,0.003997,45.0,45.0,0.0,1.0,73.0,1.0,73.0
16252,3.116493,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16253,3.090731,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16255,3.096203,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16256,3.111785,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16260,3.153441,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16262,3.127472,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16264,3.151217,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16265,0.075468,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16266,0.064468,45.0,45.0,0.0,1.0,73.0,1.0,73.0
16268,3.122984,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16271,3.106508,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16272,3.139016,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16273,3.140679,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16276,3.105501,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16277,3.095715,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16279,3.112995,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16280,3.114226,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16283,3.089002,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16284,3.133747,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16290,3.110957,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16292,3.115715,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16293,3.099024,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16294,3.116476,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16296,3.15924,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16299,0.049477,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16300,4.06369,67.0,233.0,0.0,9.0,571.0,7.0,605.0
16303,3.105769,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16306,0.028969,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16307,3.083268,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16308,3.111234,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16309,0.312826,0.0,0.0,0.0,2.0,80.0,2.0,80.0
16310,180.803993,580.0,0.0,0.0,13.0,1308.0,0.0,0.0
16313,0.016723,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16314,3.133454,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16315,3.101502,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16316,0.257601,0.0,0.0,0.0,1.0,60.0,1.0,40.0
16317,3.155208,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16318,3.132981,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16319,3.105963,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16321,0.003746,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16323,3.158409,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16324,3.136969,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16327,50.767565,385.0,0.0,0.0,4.0,497.0,0.0,0.0
16328,3.124977,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16329,32.008797,318.0,0.0,0.0,3.0,402.0,0.0,0.0
16330,83.995402,385.0,0.0,0.0,4.0,497.0,0.0,0.0
16331,3.125955,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16333,3.115444,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16334,0.008263,96.0,96.0,0.0,2.0,152.0,2.0,152.0
16337,3.148214,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16340,3.153445,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16341,128.28884,328.0,225587.0,2896.0,166.0,10300.0,159.0,230967.0
16344,3.126745,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16350,3.121742,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16353,0.098935,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16356,3.11498,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16357,3.22017,240.0,0.0,0.0,4.0,352.0,0.0,0.0
16360,0.008245,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16363,3.093469,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16364,83.976887,636.0,0.0,0.0,6.0,804.0,0.0,0.0
16366,3.112991,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16368,3.089962,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16369,3.15975,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16371,3.156229,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16372,3.08151,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16373,3.148749,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16374,0.004999,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16376,3.145496,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16379,3.091018,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16380,3.103273,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16381,3.090709,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16382,3.10097,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16383,3.125192,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16385,34.000135,318.0,0.0,0.0,3.0,402.0,0.0,0.0
16386,3.121517,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16387,3.159249,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16391,3.106488,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16395,3.146955,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16398,3.126446,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16399,3.08876,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16400,0.005166,36.0,68.0,0.0,1.0,64.0,1.0,96.0
16401,3.084513,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16403,0.230619,0.0,0.0,0.0,2.0,80.0,1.0,44.0
16406,0.359023,0.0,0.0,0.0,1.0,40.0,1.0,40.0
16409,3.151732,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16413,0.149414,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16415,3.116987,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16416,3.090222,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16417,3.15673,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16419,3.131687,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16420,0.00724,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16421,3.13375,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16423,3.095,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16429,3.13224,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16430,3.121704,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16433,3.099256,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16437,3.152662,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16439,3.116451,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16440,3.082983,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16441,0.350043,0.0,0.0,0.0,1.0,40.0,1.0,40.0
16447,3.158961,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16448,1.319527,0.0,0.0,0.0,4.0,160.0,2.0,80.0
16452,0.002,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16453,3.133756,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16457,3.088484,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16460,3.101983,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16461,3.106712,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16462,3.139457,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16466,0.188646,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16468,3.11019,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16469,3.132235,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16470,3.125695,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16473,3.090271,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16474,3.137941,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16476,3.119254,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16477,3.139426,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16479,3.115707,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16483,3.141961,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16484,3.109956,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16485,3.111001,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16488,3.110013,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16490,3.153228,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16494,3.108993,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16495,3.123745,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16498,0.020489,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16499,3.09873,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16503,3.160442,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16505,3.124978,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16506,3.153993,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16507,3.139204,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16509,3.122788,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16510,1.3e-05,0.0,0.0,0.0,2.0,80.0,0.0,0.0
16511,3.114492,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16512,3.099467,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16513,3.140512,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16515,0.126431,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16518,3.085758,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16519,3.127182,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16520,3.126238,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16521,3.119222,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16523,0.00775,45.0,45.0,0.0,1.0,73.0,1.0,73.0
16527,3.157224,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16528,3.096499,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16530,3.118203,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16533,0.16514,0.0,0.0,0.0,1.0,40.0,1.0,40.0
16534,3.083266,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16535,3.101979,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16538,3.131441,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16541,3.122465,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16544,3.139744,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16545,3.141693,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16546,3.12745,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16548,3.087993,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16549,0.116435,96.0,96.0,0.0,2.0,152.0,2.0,152.0
16550,3.08029,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16552,0.198877,0.0,0.0,0.0,1.0,40.0,1.0,40.0
16555,3.096772,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16557,3.130231,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16558,0.011243,0.0,0.0,0.0,4.0,172.0,2.0,92.0
16559,0.029476,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16566,3.138449,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16567,0.008759,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16568,0.009847,560.0,560.0,0.0,10.0,840.0,10.0,840.0
16569,3.096556,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16571,3.111954,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16572,3.137247,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16574,3.117973,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16575,3.125747,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16581,3.154965,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16582,0.215653,0.0,0.0,0.0,2.0,80.0,2.0,80.0
16583,3.09398,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16585,3.120955,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16586,3.133247,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16588,3.13573,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16589,3.082963,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16590,3.083995,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16591,3.115774,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16592,3.126934,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16593,3.106227,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16594,3.086763,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16595,3.130237,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16596,3.115209,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16597,1.55436,0.0,0.0,0.0,1.0,40.0,1.0,40.0
16601,3.149932,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16602,3.154717,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16605,3.11553,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16606,3.159451,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16608,2.155026,67.0,233.0,0.0,8.0,499.0,7.0,605.0
16610,3.117255,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16611,3.110001,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16614,3.140988,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16615,3.120723,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16616,3.115436,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16619,3.125998,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16620,3.142179,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16621,3.154496,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16622,3.109967,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16623,0.012991,48.0,48.0,0.0,1.0,76.0,1.0,76.0
16625,3.12227,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16628,3.148945,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16629,3.158747,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16630,3.153198,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16632,0.287323,0.0,0.0,0.0,1.0,40.0,1.0,40.0
16633,0.056467,45.0,45.0,0.0,1.0,73.0,1.0,73.0
16634,0.000741,29.0,45.0,0.0,1.0,57.0,1.0,73.0
16635,3.082524,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16637,3.112019,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16638,35.006524,318.0,0.0,0.0,3.0,402.0,0.0,0.0
16639,3.102237,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16641,3.080762,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16644,3.102994,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16645,0.011986,90.0,90.0,0.0,2.0,146.0,2.0,146.0
16646,3.130217,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16647,3.104029,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16650,1.617577,39.0,55.0,0.0,1.0,67.0,1.0,83.0
16651,3.103976,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16653,3.123688,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16656,18.009744,212.0,0.0,0.0,2.0,268.0,0.0,0.0
16658,0.000744,29.0,45.0,0.0,1.0,57.0,1.0,73.0
16659,1.659041,0.0,0.0,0.0,2042.0,81680.0,0.0,0.0
16660,3.106755,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16661,3.12848,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16662,0.004503,96.0,96.0,0.0,2.0,152.0,2.0,152.0
16664,3.091726,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16666,0.004996,88.0,194.0,0.0,2.0,144.0,2.0,250.0
16668,3.101729,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16676,3.082028,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16680,3.094758,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16681,3.150997,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16683,3.083994,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16684,3.156201,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16686,37.010682,318.0,0.0,0.0,3.0,402.0,0.0,0.0
16690,3.131966,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16691,3.130928,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16693,3.11452,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16698,0.023987,29.0,45.0,0.0,1.0,57.0,1.0,73.0
16699,3.126499,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16700,3.098467,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16704,118.994444,636.0,0.0,0.0,6.0,804.0,0.0,0.0
16707,3.153953,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16708,3.105738,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16709,3.143432,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16710,3.116771,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16711,3.144172,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16712,3.084258,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16713,0.21537,0.0,0.0,0.0,1.0,40.0,1.0,40.0
16714,0.015488,45.0,45.0,0.0,1.0,73.0,1.0,73.0
16716,0.00425,37.0,442.0,0.0,1.0,65.0,1.0,470.0
16720,3.142206,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16721,3.130989,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16722,3.157978,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16724,3.136493,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16725,3.094979,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16726,32.990445,318.0,0.0,0.0,3.0,402.0,0.0,0.0
16728,3.158714,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16730,3.138431,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16731,3.134695,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16733,3.111982,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16734,1.06664,67.0,233.0,0.0,7.0,451.0,7.0,605.0
16735,3.104713,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16739,3.119995,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16740,3.155752,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16743,0.000999,80.0,168.0,0.0,2.0,136.0,2.0,224.0
16745,0.014608,47.0,111.0,0.0,1.0,75.0,1.0,139.0
16748,3.084015,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16751,3.088527,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16752,3.096504,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16758,3.136238,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16759,0.295841,106.0,307.0,0.0,1.0,134.0,1.0,335.0
16760,0.036223,34.0,297.0,0.0,1.0,62.0,1.0,325.0
16761,0.068452,155.0,2865.0,0.0,7.0,467.0,5.0,3077.0
16762,3.150676,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16764,103.004564,530.0,0.0,0.0,5.0,670.0,0.0,0.0
16765,3.116763,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16766,3.100455,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16767,1.0819,67.0,233.0,0.0,7.0,439.0,6.0,553.0
16769,3.139198,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16776,3.08675,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16778,0.090433,0.0,0.0,0.0,1.0,40.0,1.0,40.0
16781,3.128932,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16782,3.106745,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16786,3.151968,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16787,3.157735,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16788,3.111455,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16795,162.15533100000002,6600.0,0.0,0.0,22.0,7216.0,0.0,0.0
16797,0.061462,0.0,0.0,0.0,1.0,40.0,1.0,40.0
16800,3.113011,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16801,3.159972,0.0,0.0,0.0,3.0,180.0,0.0,0.0
16802,1.051907,67.0,233.0,0.0,8.0,503.0,6.0,553.0
